,"Type","Date","Name","Num","Item","Qty","Cost","On Hand","Avg Cost","Asset Value"
"Inventory",,,,,,,,"",,""
"0331/KHAKI S/M (FELT IVY, KHAKI)",,,,,,,,"",,""
,"Invoice","09/25/2017","FASHION 2 STREET","407568","BN2120/INDIGO BLUE",-72,"",245,0.00,0.00
,"Inventory Adjust","09/26/2017",,"572","BN2120/INDIGO BLUE",19,"",264,0.00,0.00
,"Invoice","10/06/2017","THE CARMEL HAT COMPANY","407669","BN2120/INDIGO BLUE",-24,"",240,0.00,0.00
,"Invoice","10/06/2017","S/EPOCH","407679","BN2120/INDIGO BLUE",-48,"",192,0.00,0.00
,"Invoice","10/13/2017","TIN AND STONE","407727","BN2120/INDIGO BLUE",-4,"",188,0.00,0.00
,"Invoice","10/16/2017","THE MEXICAN SHOP, LTD","407734","BN2120/INDIGO BLUE",-3,"",185,0.00,0.00
,"Invoice","10/19/2017","S/EPOCH","407767","BN2120/INDIGO BLUE",-72,"",113,0.00,0.00
,"Invoice","10/26/2017","SEASIDE MOSTLY HATS","407844","BN2120/INDIGO BLUE",-12,"",101,0.00,0.00
,"Invoice","10/27/2017","DESARROLLO COMERCIAL (EL CHINO COMPANY)","407804","BN2120/INDIGO BLUE",-24,"",77,0.00,0.00
,"Invoice","10/27/2017","COUNTRY COUSIN","407853","BN2120/INDIGO BLUE",-4,"",73,0.00,0.00
,"Inventory Adjust","10/28/2017",,"607","BN2120/INDIGO BLUE",-57,"",16,0.00,0.00
,"Invoice","10/31/2017","WHOLESALE ACCESSORY MARKET","407870","BN2120/INDIGO BLUE",-36,"",-20,0.00,0.00
,"Invoice","10/31/2017","GET OUTDOORS 365","407879","BN2120/INDIGO BLUE",-6,"",-26,0.00,0.00
,"Invoice","10/31/2017","NATKO (SUN FLOWER TRADING)","407890","BN2120/INDIGO BLUE",-6,"",-32,0.00,0.00
,"Inventory Adjust","10/31/2017",,"608","BN2120/INDIGO BLUE",48,"",16,0.00,0.00
,"Invoice","11/06/2017","NELL'S NEST","407931","BN2120/INDIGO BLUE",-5,"",11,0.00,0.00
,"Inventory Adjust","11/06/2017",,"609","BN2120/INDIGO BLUE",1,"",12,0.00,0.00
,"Invoice","11/07/2017","VICTOR CRAFTS","407948","BN2120/INDIGO BLUE",-4,"",8,0.00,0.00
,"Invoice","11/09/2017","FASHION 2 STREET","407963","BN2120/INDIGO BLUE",-8,"",0,0.00,0.00
,"Item Receipt","10/01/2024","EPOCH",,"BN2120/INDIGO BLUE",108,0.00,108,0.00,0.00
,"Invoice","12/23/2025","NGAYA AFRICAN ART","432888","BN2120/INDIGO BLUE",-6,"",102,0.00,0.00
"Total BN2120/INDIGO BLUE (THICK CABLE SLOUCHY/INDIGO BLUE)",,,,,,,,102.00,,0.00
"BN2120/KHAKI (THICK CABLE KNIT SLOUCHY/KHAKI)",,,,,,,,"",,""
,"Invoice","08/10/2015","DIANNA BUTLAR","31899","BN2120/KHAKI",-12,"",-12,0.00,0.00
,"Item Receipt","08/12/2015","EPOCH",,"BN2120/KHAKI",1440,0.00,1428,0.00,0.00
,"Invoice","08/14/2015","MAKING WAVES","31930","BN2120/KHAKI",-24,"",1404,0.00,0.00
,"Invoice","08/17/2015","BLUSH SALON","31936","BN2120/KHAKI",-6,"",1398,0.00,0.00
,"Invoice","08/18/2015","FASHION 2 STREET","31944","BN2120/KHAKI",-12,"",1386,0.00,0.00
,"Invoice","08/21/2015","HELLO VENICE","31968","BN2120/KHAKI",-12,"",1374,0.00,0.00
,"Invoice","08/24/2015","GUSTO MENSWEAR","201701","BN2120/KHAKI",-12,"",1362,0.00,0.00
,"Invoice","08/24/2015","THE GYPSY QUARTER","401732","BN2120/KHAKI",-12,"",1350,0.00,0.00
,"Invoice","08/26/2015","THE ANTIQUE PEDDLER","31931","BN2120/KHAKI",-6,"",1344,0.00,0.00
,"Item Receipt","08/26/2015","EPOCH","8.26.2015","BN2120/KHAKI",1152,0.00,2496,0.00,0.00
,"Invoice","09/03/2015","MAKING WAVES","401879","BN2120/KHAKI",0,"",2496,0.00,0.00
,"Invoice","09/03/2015","MAKING WAVES","401880","BN2120/KHAKI",-12,"",2484,0.00,0.00
,"Invoice","09/14/2015","D & J VARIETY STORE","401945","BN2120/KHAKI",-2,"",2482,0.00,0.00
,"Invoice","09/15/2015","HATS FOR US","401939","BN2120/KHAKI",-24,"",2458,0.00,0.00
,"Invoice","09/16/2015","HATS GALORE (PA)","401957","BN2120/KHAKI",-6,"",2452,0.00,0.00
,"Invoice","09/16/2015","HINGE","401965","BN2120/KHAKI",-12,"",2440,0.00,0.00
,"Invoice","09/16/2015","VIVA FASHION","401975","BN2120/KHAKI",-12,"",2428,0.00,0.00
,"Invoice","09/17/2015","THE HAT DEPOT CORP","401986","BN2120/KHAKI",-12,"",2416,0.00,0.00
,"Invoice","09/18/2015","MAIKY OSITO","401993","BN2120/KHAKI",-6,"",2410,0.00,0.00
,"Invoice","09/18/2015","KIM'S FASHION","401995","BN2120/KHAKI",-24,"",2386,0.00,0.00
,"Invoice","09/23/2015","EPRETTY HANDBAGS & ACCESSORIES","401984","BN2120/KHAKI",-36,"",2350,0.00,0.00
,"Invoice","09/25/2015","UBC INT'L WHOLESALE","401852","BN2120/KHAKI",-72,"",2278,0.00,0.00
,"Invoice","09/25/2015","DASO TRADING INC","402006","BN2120/KHAKI",-36,"",2242,0.00,0.00
,"Invoice","09/28/2015","GET OUTDOORS 365","201727","BN2120/KHAKI",-4,"",2238,0.00,0.00
,"Invoice","09/28/2015","MOUNTAIN GIFTS","401807","BN2120/KHAKI",-48,"",2190,0.00,0.00
,"Invoice","09/28/2015","CLASSIC COLLECTION HATS","402028","BN2120/KHAKI",-4,"",2186,0.00,0.00
,"Invoice","09/28/2015","FASHION ZONE","402066","BN2120/KHAKI",-12,"",2174,0.00,0.00
,"Invoice","09/28/2015","TATIANA CARRION","402071","BN2120/KHAKI",-12,"",2162,0.00,0.00
,"Invoice","09/28/2015","WILDFLOWERS NEW YORK INC","402065","BN2120/KHAKI",-12,"",2150,0.00,0.00
,"Invoice","09/30/2015","EUROPEAN STYLES INC","31962","BN2120/KHAKI",-3,"",2147,0.00,0.00
,"Invoice","09/30/2015","LBL LIFE BY LISA LLC","401721","BN2120/KHAKI",-12,"",2135,0.00,0.00
,"Invoice","09/30/2015","EPRETTY HANDBAGS & ACCESSORIES","402091","BN2120/KHAKI",-72,"",2063,0.00,0.00
,"Invoice","10/06/2015","HATS","401863","BN2120/KHAKI",-4,"",2059,0.00,0.00
,"Invoice","10/06/2015","ACCESSORIZE IT","402125","BN2120/KHAKI",-3,"",2056,0.00,0.00
,"Invoice","10/07/2015","THANKSGIVING POINT","201718","BN2120/KHAKI",-3,"",2053,0.00,0.00
,"Invoice","10/07/2015","HATOPIA","402157","BN2120/KHAKI",-6,"",2047,0.00,0.00
,"Invoice","10/08/2015","GIFTS UNLIMTED","401853","BN2120/KHAKI",-12,"",2035,0.00,0.00
,"Invoice","10/09/2015","GRIGG ENTERPRISES, INC.","401865","BN2120/KHAKI",-12,"",2023,0.00,0.00
,"Invoice","10/12/2015","BEJEWELED YOUNG CORP","402184","BN2120/KHAKI",-6,"",2017,0.00,0.00
,"Invoice","10/12/2015","THE PARIS GALERIE","402190","BN2120/KHAKI",-4,"",2013,0.00,0.00
,"Invoice","10/13/2015","HATS FOR US","402169","BN2120/KHAKI",-72,"",1941,0.00,0.00
,"Invoice","10/13/2015","THE SILVER ROOM","402220","BN2120/KHAKI",-12,"",1929,0.00,0.00
,"Invoice","10/15/2015","CARRION","402168","BN2120/KHAKI",-12,"",1917,0.00,0.00
,"Invoice","10/21/2015","THE ULTIMATE COLLECTION","402292","BN2120/KHAKI",-12,"",1905,0.00,0.00
,"Invoice","10/22/2015","LOS TRES ELEFANTES S.A.","402003","BN2120/KHAKI",-6,"",1899,0.00,0.00
,"Invoice","10/28/2015","FASHION 2 STREET","402343","BN2120/KHAKI",-72,"",1827,0.00,0.00
,"Invoice","10/29/2015","HATS GALORE (PA)","402374","BN2120/KHAKI",-12,"",1815,0.00,0.00
,"Invoice","11/02/2015","THE HAT DEPOT CORP","402398","BN2120/KHAKI",-24,"",1791,0.00,0.00
,"Invoice","11/02/2015","S/EPOCH","402407","BN2120/KHAKI",-72,"",1719,0.00,0.00
,"Invoice","11/03/2015","VIVA FASHION","402399","BN2120/KHAKI",-12,"",1707,0.00,0.00
,"Invoice","11/04/2015","EXCLUSIVE LINEZ (W)","402423","BN2120/KHAKI",-6,"",1701,0.00,0.00
,"Invoice","11/05/2015","KEVIN(NY)","402431","BN2120/KHAKI",-12,"",1689,0.00,0.00
,"Invoice","11/05/2015","TOUCH POINT, INC","402438","BN2120/KHAKI",-24,"",1665,0.00,0.00
,"Invoice","11/05/2015","ANTHONY GIFT","402437","BN2120/KHAKI",-6,"",1659,0.00,0.00
,"Invoice","11/12/2015","KEVIN(NY)","402432","BN2120/KHAKI",-24,"",1635,0.00,0.00
,"Invoice","11/12/2015","KORY MERCANTILE CO","402479","BN2120/KHAKI",-12,"",1623,0.00,0.00
,"Invoice","11/12/2015","KEVIN(NY)","402432","BN2120/KHAKI",-12,"",1611,0.00,0.00
,"Invoice","11/12/2015","THE ULTIMATE COLLECTION","402489","BN2120/KHAKI",-24,"",1587,0.00,0.00
,"Invoice","11/13/2015","ZGI","402496","BN2120/KHAKI",-10,"",1577,0.00,0.00
,"Invoice","11/13/2015","ROYAL HANDICRAFTS, INC","402518","BN2120/KHAKI",-6,"",1571,0.00,0.00
,"Invoice","11/16/2015","THE HATTERIE","402547","BN2120/KHAKI",-3,"",1568,0.00,0.00
,"Invoice","11/17/2015","SHADY IDEAS","402554","BN2120/KHAKI",-12,"",1556,0.00,0.00
,"Invoice","11/19/2015","ANTHONY GIFT","402582","BN2120/KHAKI",-12,"",1544,0.00,0.00
,"Invoice","11/23/2015","ANTHONY GIFT","402619","BN2120/KHAKI",-12,"",1532,0.00,0.00
,"Invoice","11/24/2015","BLUSH SALON","402625","BN2120/KHAKI",-6,"",1526,0.00,0.00
,"Invoice","11/24/2015","THE HAT DEPOT CORP","402626","BN2120/KHAKI",-60,"",1466,0.00,0.00
,"Invoice","11/25/2015","FASHION 2 STREET","402638","BN2120/KHAKI",-48,"",1418,0.00,0.00
,"Invoice","11/25/2015","CHARN COLLECTION (MALEES)","402641","BN2120/KHAKI",-12,"",1406,0.00,0.00
,"Invoice","11/30/2015","WHOLESALE ACCESSORY MARKET","402646","BN2120/KHAKI",-96,"",1310,0.00,0.00
,"Invoice","12/01/2015","HATS GALORE (PA)","402667","BN2120/KHAKI",-6,"",1304,0.00,0.00
,"Invoice","12/01/2015","VIVA FASHION","402671","BN2120/KHAKI",-12,"",1292,0.00,0.00
,"Invoice","12/02/2015","EUROPEAN STYLES INC","402688","BN2120/KHAKI",-6,"",1286,0.00,0.00
,"Invoice","12/03/2015","GRIGG ENTERPRISES, INC.","402705","BN2120/KHAKI",-24,"",1262,0.00,0.00
,"Invoice","12/04/2015","FOR US WHOLESALE","402713","BN2120/KHAKI",-12,"",1250,0.00,0.00
,"Invoice","12/07/2015","S/EPOCH","402733","BN2120/KHAKI",-72,"",1178,0.00,0.00
,"Invoice","12/07/2015","SNEAKER FIEND LLC (GEAR UNLIMITED)","402738","BN2120/KHAKI",-12,"",1166,0.00,0.00
,"Invoice","12/07/2015","ZGI","402746","BN2120/KHAKI",-48,"",1118,0.00,0.00
,"Item Receipt","12/09/2015","ADJUST",,"BN2120/KHAKI",1,0.00,1119,0.00,0.00
,"Invoice","12/09/2015","ADDIS WORLD LLC","402782","BN2120/KHAKI",-24,"",1095,0.00,0.00
,"Invoice","12/10/2015","FASHION 2 STREET","402776","BN2120/KHAKI",-24,"",1071,0.00,0.00
,"Invoice","12/10/2015","THE PARIS GALERIE","402796","BN2120/KHAKI",-6,"",1065,0.00,0.00
,"Invoice","12/11/2015","WATCH US INC","402786","BN2120/KHAKI",-24,"",1041,0.00,0.00
,"Invoice","12/14/2015","DOWN AND BEYOND","402819","BN2120/KHAKI",-6,"",1035,0.00,0.00
,"Invoice","12/14/2015","S-D18 INC 1","402821","BN2120/KHAKI",-24,"",1011,0.00,0.00
,"Invoice","12/16/2015","ANTHONY GIFT","402843","BN2120/KHAKI",-12,"",999,0.00,0.00
,"Invoice","12/17/2015","SNEAKER FIEND LLC (GEAR UNLIMITED)","402868","BN2120/KHAKI",-12,"",987,0.00,0.00
,"Invoice","12/18/2015","FASHION 2 STREET","402858","BN2120/KHAKI",-36,"",951,0.00,0.00
,"Invoice","12/22/2015","ZGI","402889","BN2120/KHAKI",-72,"",879,0.00,0.00
,"Invoice","12/23/2015","THE HAT DEPOT CORP","402908","BN2120/KHAKI",-60,"",819,0.00,0.00
,"Invoice","12/28/2015","DOWN AND BEYOND","402920","BN2120/KHAKI",-6,"",813,0.00,0.00
,"Invoice","12/29/2015","ANTHONY GIFT","402929","BN2120/KHAKI",-24,"",789,0.00,0.00
,"Invoice","01/04/2016","S-D18 INC 1","402950","BN2120/KHAKI",-48,"",741,0.00,0.00
,"Invoice","01/04/2016","HATS SHOP NY","402978","BN2120/KHAKI",-144,"",597,0.00,0.00
,"Item Receipt","01/05/2016","ADJUST",,"BN2120/KHAKI",141,0.00,738,0.00,0.00
,"Invoice","01/06/2016","ZGI","402973","BN2120/KHAKI",-48,"",690,0.00,0.00
,"Invoice","01/07/2016","S/EPOCH","402975","BN2120/KHAKI",-144,"",546,0.00,0.00
,"Invoice","01/08/2016","LUCKY BEAUTY SUPPLY","402985","BN2120/KHAKI",-6,"",540,0.00,0.00
,"Invoice","01/15/2016","THE HAT DEPOT CORP","403014","BN2120/KHAKI",-72,"",468,0.00,0.00
,"Invoice","01/18/2016","SHIRT SHANTY","403020","BN2120/KHAKI",-48,"",420,0.00,0.00
,"Invoice","01/22/2016","ZGI","403049","BN2120/KHAKI",-48,"",372,0.00,0.00
,"Invoice","02/11/2016","TIMELESS CITY","403119","BN2120/KHAKI",-12,"",360,0.00,0.00
,"Invoice","02/17/2016","SNEAKER FIEND LLC (GEAR UNLIMITED)","403136","BN2120/KHAKI",-6,"",354,0.00,0.00
,"Invoice","06/14/2016","LOS TRES ELEFANTES S.A.","404045","BN2120/KHAKI",-6,"",348,0.00,0.00
,"Inventory Adjust","08/22/2016",,"301","BN2120/KHAKI",-156,"",192,0.00,0.00
,"Item Receipt","08/23/2016","EPOCH",,"BN2120/KHAKI",1152,0.00,1344,0.00,0.00
,"Invoice","09/01/2016","VIVA FASHION","404424","BN2120/KHAKI",-24,"",1320,0.00,0.00
,"Invoice","09/02/2016","FASHION 2 STREET","404396","BN2120/KHAKI",-144,"",1176,0.00,0.00
,"Invoice","09/07/2016","OLIVE PIQUE","404431","BN2120/KHAKI",-144,"",1032,0.00,0.00
,"Invoice","09/13/2016","THE CARMEL HAT COMPANY","404469","BN2120/KHAKI",-24,"",1008,0.00,0.00
,"Invoice","09/14/2016","UPTOWN CHEAPSKATE (NC)","404484","BN2120/KHAKI",-12,"",996,0.00,0.00
,"Invoice","09/16/2016","MULAN","404498","BN2120/KHAKI",-12,"",984,0.00,0.00
,"Item Receipt","09/16/2016","EPOCH","401 CTN","BN2120/KHAKI",144,0.00,1128,0.00,0.00
,"Invoice","09/19/2016","BAVARIAN INN LODGE","404480","BN2120/KHAKI",-6,"",1122,0.00,0.00
,"Invoice","09/19/2016","HAT COLLECTION","404511","BN2120/KHAKI",-6,"",1116,0.00,0.00
,"Invoice","09/20/2016","ACCESS BOUTIQUE","404555","BN2120/KHAKI",-12,"",1104,0.00,0.00
,"Invoice","09/20/2016","MOUNTAIN GIFTS","404561","BN2120/KHAKI",-120,"",984,0.00,0.00
,"Invoice","09/21/2016","VALERY'S SHOP","404587","BN2120/KHAKI",-3,"",981,0.00,0.00
,"Invoice","09/21/2016","DIANNA BUTLAR","404593","BN2120/KHAKI",-6,"",975,0.00,0.00
,"Invoice","09/22/2016","DESIGNER TRENDS (MN)","404586","BN2120/KHAKI",-3,"",972,0.00,0.00
,"Invoice","09/23/2016","KORY MERCANTILE CO","404591","BN2120/KHAKI",-12,"",960,0.00,0.00
,"Invoice","09/27/2016","EPRETTY HANDBAGS & ACCESSORIES","404640","BN2120/KHAKI",-72,"",888,0.00,0.00
,"Invoice","09/28/2016","GRAN CHAPUR","404478","BN2120/KHAKI",-6,"",882,0.00,0.00
,"Invoice","09/30/2016","ANTHONY GIFT","404672","BN2120/KHAKI",-6,"",876,0.00,0.00
,"Invoice","10/03/2016","GRAND BAZAAR INC","404612","BN2120/KHAKI",-24,"",852,0.00,0.00
,"Invoice","10/04/2016","DESARROLLO COMERCIAL (EL CHINO COMPANY)","404559","BN2120/KHAKI",-12,"",840,0.00,0.00
,"Invoice","10/04/2016","ANNA G FASHION","404702","BN2120/KHAKI",-6,"",834,0.00,0.00
,"Invoice","10/05/2016","THE HAT DEPOT CORP","404474","BN2120/KHAKI",-144,"",690,0.00,0.00
,"Invoice","10/06/2016","EUROPEAN STYLES INC","404739","BN2120/KHAKI",-3,"",687,0.00,0.00
,"Invoice","10/06/2016","OLIVE PIQUE","404741","BN2120/KHAKI",-96,"",591,0.00,0.00
,"Invoice","10/06/2016","THE JUNCTION","404742","BN2120/KHAKI",-3,"",588,0.00,0.00
,"Invoice","10/11/2016","BYU IDAHO","404748","BN2120/KHAKI",-6,"",582,0.00,0.00
,"Invoice","10/11/2016","ANTHONY GIFT","404762","BN2120/KHAKI",-12,"",570,0.00,0.00
,"Invoice","10/12/2016","MISHU BOUTIQUE","404751","BN2120/KHAKI",-3,"",567,0.00,0.00
,"Invoice","10/12/2016","SHOP 72.COM INC/OVERSTOCKTOYZ","404773","BN2120/KHAKI",-3,"",564,0.00,0.00
,"Invoice","10/13/2016","TIFFANY BEAUTY SUPPLY","404782","BN2120/KHAKI",-3,"",561,0.00,0.00
,"Invoice","10/13/2016","FOLKLORE CRAFTS","404793","BN2120/KHAKI",-3,"",558,0.00,0.00
,"Invoice","10/17/2016","FASHION 2 STREET","404806","BN2120/KHAKI",-144,"",414,0.00,0.00
,"Invoice","10/17/2016","CHERRY PICKER","404835","BN2120/KHAKI",-36,"",378,0.00,0.00
,"Inventory Adjust","10/17/2016",,"317","BN2120/KHAKI",144,"",522,0.00,0.00
,"Invoice","10/18/2016","THE ULTIMATE COLLECTION","404829","BN2120/KHAKI",-24,"",498,0.00,0.00
,"Invoice","10/19/2016","LETS PARTY MORE","404855","BN2120/KHAKI",-6,"",492,0.00,0.00
,"Invoice","10/19/2016","BELLA BOUTIQUE(OR)","404859","BN2120/KHAKI",-6,"",486,0.00,0.00
,"Invoice","10/24/2016","BOB'S BEACH SHACK","404900","BN2120/KHAKI",-6,"",480,0.00,0.00
,"Invoice","10/25/2016","GET OUTDOORS 365","404913","BN2120/KHAKI",-6,"",474,0.00,0.00
,"Invoice","10/25/2016","E & E FASHION","404918","BN2120/KHAKI",-3,"",471,0.00,0.00
,"Invoice","10/27/2016","THE GYPSY QUARTER","404920","BN2120/KHAKI",-6,"",465,0.00,0.00
,"Invoice","11/02/2016","LOS TRES ELEFANTES S.A.","405015","BN2120/KHAKI",-24,"",441,0.00,0.00
,"Invoice","11/03/2016","S-D18 INC 3","405005","BN2120/KHAKI",-12,"",429,0.00,0.00
,"Invoice","11/03/2016","ANTHONY GIFT","405013","BN2120/KHAKI",-12,"",417,0.00,0.00
,"Invoice","11/08/2016","ANTHONY GIFT","405047","BN2120/KHAKI",-12,"",405,0.00,0.00
,"Invoice","11/09/2016","LEGACY EMANUEL HOSPITAL GIFT SHOP","405049","BN2120/KHAKI",-4,"",401,0.00,0.00
,"Invoice","11/14/2016","S/EPOCH","405100","BN2120/KHAKI",-24,"",377,0.00,0.00
,"Invoice","11/14/2016","BOB'S BEACH SHACK","405103","BN2120/KHAKI",-12,"",365,0.00,0.00
,"Invoice","11/15/2016","HATS GALORE (PA)","405095","BN2120/KHAKI",-6,"",359,0.00,0.00
,"Invoice","11/15/2016","MARINE SPECIALTIES","405098","BN2120/KHAKI",-12,"",347,0.00,0.00
,"Invoice","11/15/2016","TIMELESS CITY","405105","BN2120/KHAKI",-2,"",345,0.00,0.00
,"Invoice","11/16/2016","ANTHONY GIFT","405132","BN2120/KHAKI",-37,"",308,0.00,0.00
,"Invoice","11/17/2016","SNEAKER FIEND LLC (GEAR UNLIMITED)","405003","BN2120/KHAKI",-6,"",302,0.00,0.00
,"Invoice","11/17/2016","YOSEMITE CEDAR LODGE","405142","BN2120/KHAKI",-18,"",284,0.00,0.00
,"Invoice","11/18/2016","HATS SHOP NY","405012","BN2120/KHAKI",-12,"",272,0.00,0.00
,"Invoice","11/18/2016","ROSS SALES","405141","BN2120/KHAKI",-12,"",260,0.00,0.00
,"Invoice","11/18/2016","BYU IDAHO","405157","BN2120/KHAKI",-3,"",257,0.00,0.00
,"Invoice","11/18/2016","INKAS FASHION","405167","BN2120/KHAKI",-6,"",251,0.00,0.00
,"Item Receipt","11/21/2016","EPOCH","ADJUST","BN2120/KHAKI",12,0.00,263,0.00,0.00
,"Invoice","11/21/2016","THE CARMEL HAT COMPANY","405191","BN2120/KHAKI",-24,"",239,0.00,0.00
,"Invoice","11/21/2016","E & E FASHION","405192","BN2120/KHAKI",-6,"",233,0.00,0.00
,"Invoice","11/22/2016","PURSE PARTY","405175","BN2120/KHAKI",-3,"",230,0.00,0.00
,"Invoice","11/22/2016","HATS GALORE (PA)","405200","BN2120/KHAKI",-12,"",218,0.00,0.00
,"Invoice","11/25/2016","FASHION 2 STREET","405232","BN2120/KHAKI",-130,"",88,0.00,0.00
,"Invoice","11/25/2016","MOTHERLAND IMPORTS","405236","BN2120/KHAKI",-3,"",85,0.00,0.00
,"Invoice","11/25/2016","THE FIND","405238","BN2120/KHAKI",-2,"",83,0.00,0.00
,"Inventory Adjust","11/26/2016",,"357","BN2120/KHAKI",-80,"",3,0.00,0.00
,"Invoice","12/05/2016","S/EPOCH","405328","BN2120/KHAKI",0,"",3,0.00,0.00
,"Inventory Adjust","12/06/2016",,"370","BN2120/KHAKI",-3,"",0,0.00,0.00
,"Invoice","08/18/2017","ANIMAS TRADING COMPANY","407231","BN2120/KHAKI",-6,"",-6,0.00,0.00
,"Inventory Adjust","09/21/2017",,"568","BN2120/KHAKI",6,"",0,0.00,0.00
,"Inventory Adjust","09/26/2017",,"572","BN2120/KHAKI",17,"",17,0.00,0.00
,"Invoice","09/29/2017","VIVA FASHION","407569","BN2120/KHAKI",-12,"",5,0.00,0.00
,"Invoice","10/31/2017","WHOLESALE ACCESSORY MARKET","407870","BN2120/KHAKI",-5,"",0,0.00,0.00
,"Invoice","08/02/2018","AUTHENTIC FOLK ART GALLERY","409963","BN2120/KHAKI",-4,"",-4,0.00,0.00
,"Invoice","10/05/2018","SEASON'S BEST 2","410377","BN2120/KHAKI",-6,"",-10,0.00,0.00
,"Invoice","12/17/2018","NGAYA AFRICAN ART","411260","BN2120/KHAKI",-4,"",-14,0.00,0.00
,"Inventory Adjust","01/15/2020",,"994","BN2120/KHAKI",14,"",0,0.00,0.00
,"Item Receipt","10/01/2024","EPOCH",,"BN2120/KHAKI",36,0.00,36,0.00,0.00
"Total BN2120/KHAKI (THICK CABLE KNIT SLOUCHY/KHAKI)",,,,,,,,36.00,,0.00
"BN2120/LAVANDER (THICK CABLE SLOUCHY/LAVENDER)",,,,,,,,"",,""
,"Invoice","08/10/2015","DIANNA BUTLAR","31899","BN2120/LAVANDER",-12,"",-12,0.00,0.00
,"Item Receipt","08/12/2015","EPOCH",,"BN2120/LAVANDER",864,0.00,852,0.00,0.00
,"Invoice","08/14/2015","MAKING WAVES","31930","BN2120/LAVANDER",-12,"",840,0.00,0.00
,"Invoice","08/18/2015","FASHION 2 STREET","31944","BN2120/LAVANDER",-12,"",828,0.00,0.00
,"Invoice","09/03/2015","MAKING WAVES","401879","BN2120/LAVANDER",0,"",828,0.00,0.00
,"Invoice","09/03/2015","MAKING WAVES","401880","BN2120/LAVANDER",-12,"",816,0.00,0.00
,"Invoice","09/14/2015","D & J VARIETY STORE","401945","BN2120/LAVANDER",-2,"",814,0.00,0.00
,"Invoice","09/15/2015","HATS FOR US","401939","BN2120/LAVANDER",-24,"",790,0.00,0.00
,"Invoice","09/16/2015","VIVA FASHION","401975","BN2120/LAVANDER",-12,"",778,0.00,0.00
,"Invoice","09/17/2015","CHAMPIONS CENTRE","401988","BN2120/LAVANDER",-6,"",772,0.00,0.00
,"Invoice","09/23/2015","EPRETTY HANDBAGS & ACCESSORIES","401984","BN2120/LAVANDER",-36,"",736,0.00,0.00
,"Invoice","09/23/2015","MISHU BOUTIQUE","402018","BN2120/LAVANDER",-6,"",730,0.00,0.00
,"Invoice","09/25/2015","DASO TRADING INC","402006","BN2120/LAVANDER",-36,"",694,0.00,0.00
,"Invoice","09/28/2015","GET OUTDOORS 365","201727","BN2120/LAVANDER",-4,"",690,0.00,0.00
,"Invoice","09/28/2015","MOUNTAIN GIFTS","401807","BN2120/LAVANDER",-24,"",666,0.00,0.00
,"Invoice","09/28/2015","CLASSIC COLLECTION HATS","402028","BN2120/LAVANDER",-4,"",662,0.00,0.00
,"Invoice","09/28/2015","FASHION ZONE","402066","BN2120/LAVANDER",-6,"",656,0.00,0.00
,"Invoice","09/28/2015","TATIANA CARRION","402071","BN2120/LAVANDER",-12,"",644,0.00,0.00
,"Invoice","09/28/2015","WILDFLOWERS NEW YORK INC","402065","BN2120/LAVANDER",-12,"",632,0.00,0.00
,"Invoice","09/30/2015","EUROPEAN STYLES INC","31962","BN2120/LAVANDER",-2,"",630,0.00,0.00
,"Invoice","09/30/2015","LBL LIFE BY LISA LLC","401721","BN2120/LAVANDER",-12,"",618,0.00,0.00
,"Invoice","09/30/2015","EPRETTY HANDBAGS & ACCESSORIES","402091","BN2120/LAVANDER",-48,"",570,0.00,0.00
,"Invoice","10/06/2015","HATS","401863","BN2120/LAVANDER",-4,"",566,0.00,0.00
,"Invoice","10/09/2015","UBC INT'L WHOLESALE","402142","BN2120/LAVANDER",-144,"",422,0.00,0.00
,"Invoice","10/12/2015","BEJEWELED YOUNG CORP","402184","BN2120/LAVANDER",-6,"",416,0.00,0.00
,"Invoice","10/13/2015","WARM STUFF INC.","401861","BN2120/LAVANDER",-6,"",410,0.00,0.00
,"Invoice","10/13/2015","HATS FOR US","402169","BN2120/LAVANDER",-24,"",386,0.00,0.00
,"Invoice","10/15/2015","CARRION","402168","BN2120/LAVANDER",-12,"",374,0.00,0.00
,"Invoice","10/21/2015","THE ULTIMATE COLLECTION","402292","BN2120/LAVANDER",-12,"",362,0.00,0.00
,"Invoice","10/26/2015","S/EPOCH","402329","BN2120/LAVANDER",-72,"",290,0.00,0.00
,"Invoice","10/27/2015","KEVIN(NY)","402333","BN2120/LAVANDER",-12,"",278,0.00,0.00
,"Invoice","10/28/2015","FASHION 2 STREET","402343","BN2120/LAVANDER",-72,"",206,0.00,0.00
,"Invoice","11/05/2015","KEVIN(NY)","402431","BN2120/LAVANDER",-12,"",194,0.00,0.00
,"Invoice","11/05/2015","ANTHONY GIFT","402437","BN2120/LAVANDER",-3,"",191,0.00,0.00
,"Invoice","11/12/2015","KEVIN(NY)","402432","BN2120/LAVANDER",-12,"",179,0.00,0.00
,"Invoice","11/12/2015","THE ULTIMATE COLLECTION","402489","BN2120/LAVANDER",-12,"",167,0.00,0.00
,"Invoice","11/16/2015","THE HATTERIE","402547","BN2120/LAVANDER",-3,"",164,0.00,0.00
,"Invoice","11/18/2015","FIORE BOUTIQUE #1 (GA)","402507","BN2120/LAVANDER",-12,"",152,0.00,0.00
,"Invoice","11/18/2015","FIORE BOUTIQUE #2 (SC)","402508","BN2120/LAVANDER",-12,"",140,0.00,0.00
