,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN","Location"
,"Active","Inventory Part","F6055","COTTON FEDORA HATS MASH ON CROWN, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"COTTON FEDORA HATS MASH ON CROWN, ASSORTED COLOR",2039,0.00,,,7.50,"",,"48CTN E16-2,I10-4,I9-3,"
,"Active","Inventory Part","F6056/GRAY","COTTON FEDORA HAT FLAT TOP, GRAY COLOR, ASSORTED SIZE mark for Lt Gray 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"COTTON FEDORA HAT FLAT TOP, GRAY COLOR, ASSORTED SIZE",396,0.00,,,7.50,"",,"48/CTN,E1-2 - E3-2,"
,"Active","Inventory Part","F6056/KHAKI","COTTON FEDORA HAT FLAT TOP, KHAKI COLOR, ASSORTED SIZE 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"COTTON FEDORA HAT FLAT TOP, KHAKI COLOR, ASSORTED SIZE",858,0.00,,,7.50,"",,"48/CTN,E1-2 - E3-2,F6-3,E7-3"
,"Active","Inventory Part","F6056/WHITE","COTTON FEDORA HAT FLAT TOP, WHITE COLOR, ASSORTED SIZE 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"COTTON FEDORA HAT FLAT TOP, WHITE COLOR, ASSORTED SIZE",384,0.00,,,7.50,"",,"48/CTN,E1-2 - E3-2,"
,"Active","Inventory Part","F6057","PANAMA FEDORA HAT, NATURAL",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"PANAMA FEDORA HAT, NATURAL",-24,0.00,,,6.00,"",,"48/CTN,K11-2"
,"Active","Inventory Part","F6058/LT BROWN","BIG BRIM PANAMA HAT, LT BROWN 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BIG BRIM PANAMA HAT, LT BROWN",68,0.00,,,6.00,"",,"24/CTN,F6-2,F16-3"
,"Active","Inventory Part","F6058/NATURAL","BIG BRIM PANAMA HAT, NATURAL 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BIG BRIM PANAMA HAT, NATURAL",327,0.00,,,6.00,"",,"24/CTN,F8-2,E5-3,F7-3,F5-3"
,"Active","Inventory Part","F6058/TOAST","BIG BRIM PANAMA HAT, TOAST 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BIG BRIM PANAMA HAT, TOAST",154,0.00,,,6.00,"",,"24/CTN,F7-2,E7-3"
,"Active","Inventory Part","F6058/WHITE","BIG BRIM PANAMA HAT, WHITE 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BIG BRIM PANAMA HAT, WHITE",-6,0.00,,,6.00,"",,"24/CTN,F5-2,E9-3,"
,"Active","Inventory Part","F6059/BLACK","POLY BRAID FEDORA HAT WITH RED INNER BRIM, BLACK prepackage 6pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, BLACK",4,0.00,,,15.00,"","650245176208","24/CTN,U18-2 - U20-2"
,"Not-active","Inventory Part","F6059/MIX GRAY","POLY BRAID FEDORA HAT WITH RED INNER BRIM, MIX GRAY prepackage 6pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, MIX GRAY",0,0.00,,,15.00,"","650245021218","24/CTN,U18-2 - U20-2"
,"Active","Inventory Part","F6059/NAVY","POLY BRAID FEDORA HAT WITH RED INNER BRIM, NAVY prepackage 6pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, NAVY",26,0.00,,,15.00,"","650245164564","24/CTN,U18-2 - U20-2"
,"Active","Inventory Part","F6059/WHITE","POLY BRAID FEDORA HAT WITH RED INNER BRIM, WHITE prepackage 6pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, WHITE",-1,0.00,,,15.00,"","650245175508","24/CTN U18-2 - U20-2"
,"Active","Inventory Part","F6061","STRAW FEDORA HAT, NATURAL 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"STRAW FEDORA HAT, NATURAL",809,0.00,,,12.00,"",,"24/CTN, A11-2,L10-4,A15-3,"
,"Active","Inventory Part","F6072","POLYESTER FELT OUTBACK FEDORA HAT, ASSORTED COLOR inside label mark F4094 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT OUTBACK FEDORA HAT, ASSORTED COLOR",1464,0.00,,,10.00,"","645637236295","48/CTN,G1,H12-3,H11-3"
,"Active","Inventory Part","F6073","POLYESTER FELT OUTBACK FEDORA HAT/CHIN STRIP, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT OUTBACK FEDORA HAT/CHIN STRIP, ASSORTED COLOR",539,0.00,,,10.00,"","645637213470","48/CTN,G2,E17-4"
,"Active","Inventory Part","F6074","FAUX SUEDE OUTBACK FEDORA HAT, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"FAUX SUEDE OUTBACK FEDORA HAT, ASSORTED COLOR",1416,0.00,,,10.00,"","645637413078","48/CTN,G3,F3-3,H9-3"
,"Active","Inventory Part","F6077","WOOL FEDORA HAT, ASSORTED COLOR & SIZE 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"WOOL FEDORA HAT, ASSORTED COLOR & SIZE",1608,0.00,,,8.50,"","645637472587","A21,J10-3,G10-3,F15-3,G17-3"
,"Active","Inventory Part","F7064 BLACK/GRAY","POLY BRAID TWO TONE FEDORA HAT, BLACK/GRAY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID TWO TONE FEDORA HAT, BLACK/GRAY prepack 6 Pcs",84,0.00,,,9.00,"","645637018457","48/CT/6MIN,V16-2 - V19-2"
,"Active","Inventory Part","F7064 GRAY/BLACK","POLY BRAID TWO TONE FEDORA HAT, GRAY/BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID TWO TONE FEDORA HAT, GRAY/BLACK prepack 6 Pcs",96,0.00,,,9.00,"","645637042803","48/CT/6MIN,V1-2 - V5-2"
,"Active","Inventory Part","F7064 NATURAL/BLACK","POLY BRAID TWO TONE FEDORA HAT, NATURAL/BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID TWO TONE FEDORA HAT, NATURAL/BLACK prepack 6 Pcs",0,0.00,,,9.00,"","645637284821","48/CT/6MIN,V1-2 - V5-2"
,"Active","Inventory Part","F7064 NAVY/WHITE","POLY BRAID TWO TONE FEDORA HAT, NAVY/WHITE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID TWO TONE FEDORA HAT, NAVY/WHITE prepack 6 Pcs",0,0.00,,,9.00,"","645637085671","48/CT/6MIN,V1-2 - V5-2"
,"Active","Inventory Part","F7064 WHITE/BLACK","POLY BRAID TWO TONE FEDORA HAT, WHITE/BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID TWO TONE FEDORA HAT, WHITE/BLACK prepack 6 Pcs",0,0.00,,,9.00,"","645637430952","48/CT/6MIN,V16, V18"
,"Active","Inventory Part","F7065/BLACK","POLY BRAID FEDORA HAT WITH RED INNER BRIM, BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, BLACK prepack 6 Pcs",270,0.00,,,15.00,"","645637461543","48/CTN,V20-2-V24-2,J2-3"
,"Active","Inventory Part","F7065/GRAY","POLY BRAID FEDORA HAT WITH RED INNER BRIM, GRAY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, GRAY prepack 6 Pcs",486,0.00,,,15.00,"","645637318380","48/CTN,V20-2-V24-2,I4-4"
,"Active","Inventory Part","F7065/NATURAL","POLY BRAID FEDORA HAT WITH RED INNER BRIM, NATURAL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, NATURAL prepack 6 Pcs",486,0.00,,,15.00,"","645637111301","48/CTN,V20-2-V24-2,C8-3"
,"Active","Inventory Part","F7065/NAVY","POLY BRAID FEDORA HAT WITH RED INNER BRIM, NAVY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, NAVY prepack 6 Pcs",444,0.00,,,15.00,"","645637237490","48/CTN,V20-2-V24-2,I8-3"
,"Active","Inventory Part","F7065/WHITE","POLY BRAID FEDORA HAT WITH RED INNER BRIM, WHITE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH RED INNER BRIM, WHITE prepack 6 Pcs",456,0.00,,,15.00,"","645637321410","48/CTN,V20-2-V24-2,F1-3"
,"Active","Inventory Part","F7066/BLACK","POLY BRAID FEDORA HAT WITH FEATHER, BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH FEATHER, BLACK prepack 6 Pcs",420,0.00,,,15.00,"","645637315846","48/CT/6MIN,V6-2-V10-2,D7-3"
,"Active","Inventory Part","F7066/GRAY","POLY BRAID FEDORA HAT WITH FEATHER, GRAY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH FEATHER, GRAY prepack 6 Pcs",534,0.00,,,15.00,"","645637170421","48/CT/6MIN,V6-2-V10-2,L7-3"
,"Active","Inventory Part","F7066/NATURAL","POLY BRAID FEDORA HAT WITH FEATHER, NATURAL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH FEATHER, NATURAL prepack 6 Pcs",486,0.00,,,15.00,"","645637081253","48/CT/6MIN,V6-2-V10-2,C6-3"
,"Active","Inventory Part","F7066/NAVY","POLY BRAID FEDORA HAT WITH FEATHER, NAVY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH FEATHER, NAVY prepack 6 Pcs",480,0.00,,,15.00,"","645637374225","48/CT/6MIN,V6-2-V10-2,C7-3"
,"Active","Inventory Part","F7066/WHITE","POLY BRAID FEDORA HAT WITH FEATHER, WHITE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLY BRAID FEDORA HAT WITH FEATHER, WHITE prepack 6 Pcs",450,0.00,,,15.00,"","645637274518","48/CT/6MIN,V6-2-V10-2,D10-3"
,"Active","Inventory Part","F7070/KHAKI","TOYO PAPER STRAW PANAMA HAT, KHAKI prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"TOYO PAPER STRAW PANAMA HAT, KHAKI prepack 6 Pcs",240,0.00,,,9.00,"","645637247680","U20,I1-4,I7-4"
,"Active","Inventory Part","F7070/NATURAL","TOYO PAPER STRAW PANAMA HAT, NATURAL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"TOYO PAPER STRAW PANAMA HAT, NATURAL prepack 6 Pcs",515,0.00,,,9.00,"","645637385221","U20,I1-4"
,"Active","Inventory Part","F7070/WHITE","TOYO PAPER STRAW PANAMA HAT, WHITE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"TOYO PAPER STRAW PANAMA HAT, WHITE prepack 6 Pcs",312,0.00,,,9.00,"","645637301764","U20,I1-4"
,"Active","Inventory Part","F7071/BLACK","RICHMAN BROTHERS FEDORA HAT, BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS FEDORA HAT, BLACK prepack 6 Pcs",390,0.00,,,25.00,"","64563749507","U15,I1-3"
,"Active","Inventory Part","F7071/NATURAL","RICHMAN BROTHERS FEDORA HAT, NATURAL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS FEDORA HAT, NATURAL prepack 6 Pcs",312,0.00,,,25.00,"","64563724170","U-16,I1-3"
,"Active","Inventory Part","F7071/WHITE","RICHMAN BROTHERS FEDORA HAT, WHITE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS FEDORA HAT, WHITE prepack 6 Pcs",330,0.00,,,25.00,"","645637147164","U17"
,"Active","Inventory Part","F7073","OUTDOOR SAFARI HAT, ASSORTED COLOR & SIZE 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"OUTDOOR SAFARI HAT, ASSORTED COLOR & SIZE",1134,0.00,,,9.00,"","645637006744"," U15-2,G6-3,G9-3,G14-4"
,"Active","Inventory Part","F7074 NATURAL/BLACK","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/BLACK prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/BLACK prepack 6 Pcs",47,0.00,,,15.00,"","645637025882","48/CTN,6MIN,Q4-2 - Q8-2"
,"Active","Inventory Part","F7074 NATURAL/BURGUNDY","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/BURGUNDY prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/BURGUNDY prepack 6 Pcs",114,0.00,,,15.00,"","645637397996","48/CTN,6MIN,Q4-2 - Q8-2"
,"Active","Inventory Part","F7074 NATURAL/LAVENDER","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/LAVENDER prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/LAVENDER prepack 6 Pcs",252,0.00,,,15.00,"","645637217355","48/CTN,6MIN,Q4-2 - Q8-2"
,"Active","Inventory Part","F7074 NATURAL/RUST","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/RUST prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/RUST prepack 6 Pcs",192,0.00,,,15.00,"","645637018112","48/CTN,6MIN,Q4-2 - Q8-2"
,"Active","Inventory Part","F7074 NATURAL/SKY BLUE","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/SKY BLUE prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/SKY BLUE prepack 6 Pcs",114,0.00,,,15.00,"","645637423350","48/CTN,6MIN,Q4-2 - Q8-2"
,"Active","Inventory Part","F7074 NATURAL/TAN","RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/TAN prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RICHMAN BROTHERS NATURAL RAMIE FEDORA HAT, NATURAL/TAN prepack 6 Pcs",137,0.00,,,15.00,"","645637375796","12/CTN,MIN 6PCS,Q3-2 - Q8-2"
,"Active","Inventory Part","F7083","DENIM COTTON FEDORA HAT, DENIM LT BLUE  prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"DENIM COTTON FEDORA HAT, DENIM LT BLUE  prepack 6 Pcs",192,0.00,,,8.50,"","645637044258","48/CT/6MIN,V19-2"
,"Active","Inventory Part","F7110 BROWN","WOOL BLEND SAFARI FEDORA HAT, BROWN prepack M2 L2 XL2 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"WOOL BLEND SAFARI FEDORA HAT, BROWN",540,0.00,,,13.00,"","645637422315","6/CTN R14-R15, G17-4"
,"Active","Inventory Part","F7110 OLIVE","WOOL BLEND SAFARI FEDORA HAT, OLIVE prepack M2 L2 XL2 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"WOOL BLEND SAFARI FEDORA HAT, OLIVE",534,0.00,,,13.00,"","645637320956","6/CTN R14-R15, G17-4"
,"Active","Inventory Part","F7111","SUEDE LEATHER FEDORA HAT, ASSORT COLOR SIZE 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SUEDE LEATHER FEDORA HAT, ASSORT",228,0.00,,,25.00,"","64563793547","48/CTN X3"
,"Active","Inventory Part","F7112","BERTEIL COTTON-POLY SAFARI FEDORA HAT, OLIVE prepack S/M 3 L/XL 3, 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BERTEIL COTTON-POLY SAFARI FEDORA HAT, OLIVE",438,0.00,,,16.00,"","645637258822","6PC/CTN K17-2,G16-3"
,"Active","Inventory Part","F7113 ASST","POLYESTER FELT FEDORA HAT, ASSORTED COLOR, prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT FEDORA HAT, ASSORTED COLOR, prepack 6 Pcs",954,0.00,,,12.00,"","645637059337","12PCS,Q18,A4-4.A5-3,K11-4"
,"Active","Inventory Part","F7113 BEIGE","POLYESTER FELT FEDORA HAT, BEIGE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT FEDORA HAT, BEIGE",186,0.00,,,12.00,"",,"H14-3"
,"Active","Inventory Part","F7113D-2 BEIGE","POLYESTER FELT FEDORA HAT, BEIGE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT FEDORA HAT, BEIGE",-1,0.00,,,15.00,"",,"H14-3"
,"Active","Inventory Part","F7116/BEIGE","POLYESTER FELT ROLL UP BRIM FEDORA HAT, BEIGE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT ROLL UP BRIM FEDORA HAT, BEIGE",192,0.00,,,12.00,"",,"K14-3"
,"Active","Inventory Part","F7116ASST","POLYESTER FELT ROLL UP BRIM FEDORA HAT, ASSORTED COLOR, prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POLYESTER FELT ROLL UP BRIM FEDORA HAT, ASSORTED COLOR, prepack 6 Pcs",942,0.00,,,12.00,"","645637101289","12/CTN,Q19,L11-4,L11-3,F5-3"
,"Active","Inventory Part","F7126","FAUX SUEDE FEDORA HAT, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"FAUX SUEDE FEDORA HAT, ASSORTED COLOR",1818,0.00,,,8.50,"",,"48/CTN L/H6"
,"Active","Inventory Part","F7131/BLACK","VEGAN LEATHER FEDORA HAT, BLACK SIZE: S/M , L/XL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VEGAN LEATHER FEDORA HAT, BLACK SIZE: S/M , L/XL prepack 6 Pcs",732,0.00,,,8.00,"",,"24/ctn L/ O ROOM-2,A13-4"
,"Active","Inventory Part","F7131/BROWN","VEGAN LEATHER FEDORA HAT, BROWN SIZE: S/M , L/XL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VEGAN LEATHER FEDORA HAT, BROWN SIZE: S/M , L/XL prepack 6 Pcs",84,0.00,,,8.00,"",,"24/ctn 24/ctn L/ O ROOM-2,"
,"Active","Inventory Part","F7131/DK GRAY","VEGAN LEATHER FEDORA HAT, DK GRAY SIZE: S/M , L/XL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VEGAN LEATHER FEDORA HAT, DK GRAY SIZE: S/M , L/XL prepack 6 Pcs",288,0.00,,,8.00,"",,"24/ctn L/ O ROOM-2,D3-3"
,"Active","Inventory Part","F7131/TAN","VEGAN LEATHER FEDORA HAT, TAN SIZE: S/M , L/XL prepack 6 Pcs",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VEGAN LEATHER FEDORA HAT, TAN SIZE: S/M , L/XL prepack 6 Pcs",234,0.00,,,8.00,"",,"24/ctn 24/ctn L/ O ROOM-2"
,"Active","Inventory Part","F7144 BLACK","AUSTRALIAN FELT FEDORA HAT,  BLACK  MINIMUM 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  BLACK",122,0.00,,,30.00,"","645637404830","Q2-2 - Q4-2"
,"Active","Inventory Part","F7144 INDI PINK","AUSTRALIAN FELT FEDORA HAT,  INDI PINK  MINIMUM 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  INDI PINK",72,0.00,,,30.00,"","645637181892","Q2-2 - Q4-2"
,"Active","Inventory Part","F7144 KHAKI","AUSTRALIAN FELT FEDORA HAT,  KHAKI  MINIMUM 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  KHAKI",72,0.00,,,30.00,"","645637269293","Q2-2 - Q4-2"
,"Active","Inventory Part","F7144 MINT","AUSTRALIAN FELT FEDORA HAT,  MINT  MINIMUM 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  MINT",71,0.00,,,30.00,"","645637059887","Q2-2 - Q4-2"
,"Active","Inventory Part","F7144 RUST","AUSTRALIAN FELT FEDORA HAT,  RUST  MINIMUM 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  RUST",52,0.00,,,30.00,"","645637114296","Q2-2 - Q4-2"
,"Active","Inventory Part","F7145 BEIGE","AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, BEIGE MINIMUN 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, BEIGE",57,0.00,,,30.00,"","645637209107","P1-2 - P4-2"
,"Active","Inventory Part","F7145 BLACK","AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, BLACK MINIMUN 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, BLACK",109,0.00,,,30.00,"","645637021945","P1-2 - P4-2"
,"Active","Inventory Part","F7145 LAVENDER","AUSTRALIAN FELT FEDORA HAT,  LAVENDER MINIMUN 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT,  LAVENDER",71,0.00,,,30.00,"","645637210936","P1-2 - P4-2"
,"Active","Inventory Part","F7145 RED","AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, RED MINIMUN 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, RED",25,0.00,,,30.00,"","645637480872","P1-2 - P4-2"
,"Active","Inventory Part","F7145 TAN","AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, TAN MINIMUN 6 PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AUSTRALIAN FELT FEDORA HAT WITH ROLL UP BRIM, TAN",48,0.00,,,30.00,"","645637479210","P1-2 - P4-2"
,"Active","Inventory Part","F7193/ADVENTURE","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",188,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/GRAY FLAG","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",164,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/LIFEGUARD","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",194,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/SURFING","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",176,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/TROPICAL","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",182,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/USA FLAG","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",288,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7193/WILD WEST","LIFE GUARD BEACH STRAW HAT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT",188,10.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/BACK SHOT PRO","LIFE GUARD BEACH STRAW HAT BACK SHOT PRO 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT BACK SHOT PRO",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/BEAR","LIFE GUARD BEACH STRAW HAT BEAR 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT BEAR",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/BLANK","LIFE GUARD BEACH STRAW HAT PLAND 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT PLAND",288,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/COLORADO","LIFE GUARD BEACH STRAW HAT COLORADO 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT COLORADO",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/DEER","LIFE GUARD BEACH STRAW HAT DEER 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT DEER",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/FLY EAGLE","LIFE GUARD BEACH STRAW HAT FLY EAGLE 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT FLY EAGLE",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/GOLF","LIFE GUARD BEACH STRAW HAT GOLF 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT GOLF",0,12.00,,,12.00,"",,"O7-O9"
,"Active","Inventory Part","F7194P/MONTANA","LIFE GUARD BEACH STRAW HAT MONTANA 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"LIFE GUARD BEACH STRAW HAT MONTANA",0,12.00,,,12.00,"",,"O7-O9"
