,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1281 (SCARF, ASSORTED (6 DZ/CTN)*)",144,3.43,493.92,160818.76
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1283 (SCARF, ASSORTED (6 DZ/CTN)*)",72,3.52,253.44,161072.20
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1282 (SCARF, ASSORTED (6 DZ/CTN))",72,3.00,216.00,161288.20
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","SC1279 (SCARF, ASSORTED)",72,3.82,275.04,161563.24
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1285 (INFINITY SCARF, ASSORTED (6 DZ/CTN) L/1L  NEED TO DOUBLE CHECK IS INFINITY SCARVES, (EVE...",72,3.25,234.00,161797.24
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1288 (INFINITY SCARF, ASSORTED (6 DZ/CTN) L/1L  NEED TO DOUBLE CHECK IS INFINITY SCARVES, (EVE...",72,3.72,267.84,162065.08
,"Invoice","09/19/2011","19881","SCARF, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","SC1287 (INFINITY SCARVES, ASSORTED (6 DZ/CTN) L/1L  NEED TO DOUBLE CHECK IS INFINITY SCARVES, (E...",72,4.11,295.92,162361.00
,"Invoice","09/19/2011","19881","SCARF, ASSORTED ( 6 DZ/CTN)","3 U ENTERRPISE INC.","SC1286 (INFINITY SCARF, ASSORTED, FINAL SALE  NEED TO DOUBLE CHECK IS INFINITY SCARVES, (EVERY T...",72,4.37,314.64,162675.64
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S009-32 (SCARF, ASSORTED)",132,1.80,237.60,162913.24
,"Invoice","09/19/2011","19881","KNITTING HATS, ASSORTED ( 6 DZ/CTN)","3 U ENTERRPISE INC.","KT1284 (KNITTING HATS, ASSORTED, FINAL SALE ( 6 DZ/CTN) L/SHELF)",72,2.90,208.80,163122.04
,"Invoice","09/19/2011","19881","HEADBAND","3 U ENTERRPISE INC.","HB1276 (HEADBAND, ASSORTED  L/SHELF)",288,2.10,604.80,163726.84
,"Invoice","09/19/2011","19881","HEADBAND","3 U ENTERRPISE INC.","HB1275 (HEADBAND, ASSORTED L/SHELF)",288,2.10,604.80,164331.64
,"Invoice","09/19/2011","19881","HEADBAND","3 U ENTERRPISE INC.","HB1273 (HEADBAND, ASSORTED L/SHELF)",288,2.50,720.00,165051.64
,"Invoice","09/19/2011","19881","HEADBAND","3 U ENTERRPISE INC.","HB1274 (HEADBAND, ASSORTED  L/SHELF)",288,2.10,604.80,165656.44
,"Invoice","09/19/2011","19881","HEADBAND","3 U ENTERRPISE INC.","HB1272 (HEADBAND, ASSORTED L/5F)",288,2.50,720.00,166376.44
,"Invoice","09/19/2011","19881","PENGUIN, ANIMAL HATS ( 6 DZ/CTN)","3 U ENTERRPISE INC.","NA35 (PENGUIN, ANIMAL HATS, FINAL SALE,  ( 6 DZ/CTN) L/U18)",72,3.50,252.00,166628.44
,"Invoice","09/19/2011","19881","HORSINE, ANIMAL HAT","3 U ENTERRPISE INC.","NA34 (HORSINE, ANIMAL HAT, FINAL SALE,  (6DZ/CTN) L/U18)",72,3.50,252.00,166880.44
,"Invoice","09/19/2011","19881","TIGER, ANIMAL HATS","3 U ENTERRPISE INC.","NA33 (TIGER, ANIMAL HATS)",72,3.50,252.00,167132.44
,"Invoice","09/19/2011","19881","PANDA, ANIMAL HATS (6 DZ/CTN)","3 U ENTERRPISE INC.","NA32 (PANDA, ANIMAL HATS, FINAL SALE, (6 DZ/CTN) L/5F, 4L ***)",72,3.50,252.00,167384.44
,"Invoice","09/19/2011","19881","STRIPE MONKEY, ANIMAL HATS (6 DZ/CTN)","3 U ENTERRPISE INC.","NA30 (STRIPE MONKEY, ANIMAL HATS, FINAL SALE,  (6 DZ/CTN)  L/U18)",72,3.50,252.00,167636.44
,"Invoice","09/19/2011","19881","PIGGY, ANIMAL HATS (6 DZ/CTN)","3 U ENTERRPISE INC.","NA28 (PIGGY, ANIMAL HATS, FINAL SALE, (6 DZ/CTN) L/5F)",72,3.50,252.00,167888.44
,"Invoice","09/19/2011","19881","ZEBRA, ANIMAL HAT","3 U ENTERRPISE INC.","NA27 (ZEBRA, ANIMAL HAT, FINAL SALE,  ***)",144,3.50,504.00,168392.44
,"Invoice","09/19/2011","19881","MOOSE, ANIMAL HATS","3 U ENTERRPISE INC.","NA26 (MOOSE, ANIMAL HATS)",72,3.50,252.00,168644.44
,"Invoice","09/19/2011","19881","LION, ANIMAL HATS (6 DZ/CTN)","3 U ENTERRPISE INC.","NA25 (LION, ANIMAL HATS (6 DZ/CTN)  L/U18)",72,3.80,273.60,168918.04
,"Invoice","09/19/2011","19881","KOALA, ANIMAL HATS","3 U ENTERRPISE INC.","NA24 (KOALA, ANIMAL HATS, FINAL SALE,  (6DZ/CTN) L/U17)",72,3.50,252.00,169170.04
,"Invoice","09/19/2011","19881","PENGUIN, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL35 (SAME AS AGL35,PENGUIN, ANIMAL GLOVES, FINAL SALE,  L/U22)",72,3.80,273.60,169443.64
,"Invoice","09/19/2011","19881","HORSINE, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL34 (SAME AS AGL34, HORSINE, ANIMAL GLOVES, FINAL SALE,  L/U22)",72,3.80,273.60,169717.24
,"Invoice","09/19/2011","19881","TIGER, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL33 (SAME AS AGL33,TIGER, ANIMAL GLOVES, FINAL SALE,  L/U18)",72,3.80,273.60,169990.84
,"Invoice","09/19/2011","19881","PANDA, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL32 (SAME AS AGL32, PANDA, ANIMAL GLOVES, FINAL SALE,  L/U21)",72,3.80,273.60,170264.44
,"Invoice","09/19/2011","19881","STRIPE MONKEY, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL30 (SAME AS AGL30, STRIPE MONKEY, ANIMAL GLOVES,  FINAL SALE,)",72,3.80,273.60,170538.04
,"Invoice","09/19/2011","19881","PIGGY, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL28 (SAME AS AGL28/PIGGY, ANIMAL GLOVES,FINAL SALE,  L/U21)",72,3.80,273.60,170811.64
,"Invoice","09/19/2011","19881","ZEBRA, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL27 (SAME AS AGL27, ZEBRA, ANIMAL GLOVES,SAME AS AGL27 FINAL SALE,   L/U18)",72,3.80,273.60,171085.24
,"Invoice","09/19/2011","19881","KOALA, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL24 (SAME AS AGL24, KOALA, ANIMAL GLOVES, FINAL SALE,  L/U22)",72,3.80,273.60,171358.84
,"Invoice","09/19/2011","19881","LION, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL25 (SAME AS AGL25, LION, ANIMAL GLOVES, FINAL SALE,  L/U22)",72,4.10,295.20,171654.04
,"Invoice","09/19/2011","19881","MOOSE, ANIMAL GLOVES","3 U ENTERRPISE INC.","NAL26 (SAME AS AGL26, MOOSE, ANIMAL GLOVES, FINAL SALE, L/4L)",72,4.15,298.80,171952.84
,"Invoice","09/19/2011","19881","KNIT TRAPPER HAT, ASSORTED","3 U ENTERRPISE INC.","KTP60 (KNIT TROOPER HAT, ASSORTED (12 DZ/CTN)  L/1L)",288,1.00,288.00,172240.84
,"Invoice","09/19/2011","19881"," KNIT TRAPPER HAT, ASSORTED","3 U ENTERRPISE INC.","KTP52 (KNIT TROOPER HAT, ASSORTED, FINAL SALE,  L/1L)",288,1.00,288.00,172528.84
,"Invoice","09/19/2011","19881","KNIT TRAPPER HAT, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP56 (KNIT TROOPER HAT, ASSORTED, FINAL SALE (12 DZ/CTN) L/56)",288,1.00,288.00,172816.84
,"Invoice","09/19/2011","19881"," KNIT TRAPPER HAT, ASSORTED","3 U ENTERRPISE INC.","KTP51 ( KNIT TROOPER HAT, ASSORTED, FINAL SALE)",288,1.00,288.00,173104.84
,"Invoice","09/19/2011","19881","KNIT TRAPPER HAT, ASSORTED","3 U ENTERRPISE INC.","KTP61 (KNIT TROOPER HAT, ASSORTED   )",144,1.00,144.00,173248.84
,"Invoice","09/19/2011","19881"," KNIT TRAPPER HAT, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP53 ( KNIT TROOPER HAT, ASSORTED , FINAL SALE(12DZ/CTN)  L/1L  ***)",288,1.00,288.00,173536.84
,"Invoice","09/19/2011","19881"," KNIT TRAPPER HAT, ASSORTED","3 U ENTERRPISE INC.","KTP54 ( KNIT TROOPER HAT, ASSORTED, FINAL SALE (12DZ/CTN) L/6l)",288,1.00,288.00,173824.84
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1318 (FURRY LEG WARMERS,BLACK, FINAL SALE,SAME AS #156LG002 (6 DZ/CTN) L/  N8)",72,3.55,255.60,174080.44
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1319 (FURRY LEG WARMERS, ASSORTED (6 DZ/CTN))",72,3.55,255.60,174336.04
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1320 (FURRY LEG WARMERS, ASSORTED, SAME AS #156LG008)",72,3.55,255.60,174591.64
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1324 (FURRY LEG WARMERS, ASSORTED, SAME AS #156LG009)",72,3.55,255.60,174847.24
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1323 (FURRY LEG WARMERS, ASSORTED, SAME AS #156LG004 ( 6 DZ/CTN))",72,3.65,262.80,175110.04
,"Invoice","09/19/2011","19881","FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","LW1273 (FURRY LEG WARMERS, ASSORTED (6 DZ/CTN)*)",144,4.05,583.20,175693.24
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S022/A (SCARF, ASSORTED L/S15)",144,1.80,259.20,175952.44
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S023 (SCARF, ASSORTED 12PCS)",144,1.80,259.20,176211.64
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S010/A (SCARF, ASSORTED /)",120,1.80,216.00,176427.64
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S006/A (SCARF, ASSORTED)",144,1.80,259.20,176686.84
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S004/A (SCARF, ASSORTED)",144,1.80,259.20,176946.04
,"Invoice","09/19/2011","19881","SCARF, ASSORTED","3 U ENTERRPISE INC.","S021/A (SCARF, ASSORTED *)",144,1.80,259.20,177205.24
,"Invoice","09/19/2011","19881","CABBIE HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CB023-9 (CABBIE HATS, ASSORTED (12 DZ/CTN) L/4A)",144,2.30,331.20,177536.44
,"Invoice","09/19/2011","19881","CADET HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD014-2/A (CADET HATS, ASSORTED (12 DZ/CTN) L/12A, STORE HAVE IT)",144,2.10,302.40,177838.84
,"Invoice","09/19/2011","19881","CADET HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD014-2/A (CADET HATS, ASSORTED (12 DZ/CTN) L/12A, STORE HAVE IT)",144,2.10,302.40,178141.24
,"Invoice","09/19/2011","19881","CADET HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD025-2 (CADET HATS, ASSORTED (12 DZ/CTN)L/P15)",144,2.10,302.40,178443.64
,"Invoice","09/19/2011","19881","CADET HAT, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD024-3 (CADET HAT WITH BOW, ASSORTED (12 DZ/CTN) L/ 9/25 ABOUT 1BOX   L/I10)",144,2.10,302.40,178746.04
,"Invoice","09/19/2011","19881","CADET HAT, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD022-2/A (CADET HAT, ASSORTED (12 DZ/CTN) L/P16)",144,2.10,302.40,179048.44
,"Invoice","09/19/2011","19881","CADET HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","CD017-2/A (CADET HATS, ASSORTED, FINAL SALE. (12 DZ/CTN) L/ p16)",144,2.10,302.40,179350.84
,"Invoice","09/19/2011","19881","SUEDE GLOVE, ASSORTED","3 U ENTERRPISE INC.","GL1205 (SUEDE GLOVE, ASSORTED L/4L)",144,3.00,432.00,179782.84
,"Invoice","09/19/2011","19924","EARMUFF, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","EM024-5 (EARMUFF, ASSORTED (12 DZ/CTN) L/5L)",144,1.37,197.28,179980.12
,"Invoice","09/19/2011","19924","EARMUFF, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","EM023-5 (EARMUFF, ASSORTED (12 DZ/CTN) L/4L)",144,1.37,197.28,180177.40
,"Invoice","09/19/2011","19924","EARMUFF, ASSORTED  (12 DZ/CTN)","3 U ENTERRPISE INC.","EM025-5 (EARMUFF, ASSORTED  (12 DZ/CTN) L/4L)",144,1.37,197.28,180374.68
,"Invoice","09/19/2011","19924","EARMUFF, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","EM022-5 (EARMUFF, ASSORTED (12 DZ/CTN) L/4L)",144,1.37,197.28,180571.96
,"Invoice","09/19/2011","19924","GLOVE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","GL023-6 (GLOVE, ASSORTED (12 DZ/CTN) L/5L,N18)",144,2.00,288.00,180859.96
,"Invoice","09/19/2011","19924","GLOVE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","GL014-6/A (GLOVE, ASSORTED (12 DZ/CTN))",144,2.00,288.00,181147.96
,"Invoice","09/19/2011","19924","GLOVE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","GL025-6 (GLOVE, ASSORTED (12 DZ/CTN)  L/4L, 5L)",144,2.00,288.00,181435.96
,"Invoice","09/19/2011","19924","GLOVE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","GL022-6 (GLOVE, ASSORTED (12 DZ/CTN)*)",144,2.00,288.00,181723.96
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP023-7 (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/U15)",72,3.85,277.20,182001.16
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP017-7 (TROOPER HATS, ASSORTED, FINAL SALE, (6 DZ/CTN) L/1L)",72,3.85,277.20,182278.36
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP014-7/A (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/U12)",72,3.85,277.20,182555.56
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP025-7 (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/U1)",72,3.85,277.20,182832.76
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP024-7 (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/    U16)",72,3.85,277.20,183109.96
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP022-7 (TROOPER HATS, ASSORTED, FINAL SALE,)",72,3.85,277.20,183387.16
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP016-7 (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/U24   U1)",72,3.85,277.20,183664.36
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (6 DZ/CTN)","3 U ENTERRPISE INC.","TP015-7 (TROOPER HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/   U12)",72,3.85,277.20,183941.56
,"Invoice","09/19/2011","19924","SCARF, BEIGE","3 U ENTERRPISE INC.","S001/BEIGE (SCARF, BEIGE 6PCS)",144,1.80,259.20,184200.76
,"Invoice","09/19/2011","19924","SCARF, KHAKI COLOR","3 U ENTERRPISE INC.","S001/BEIGE (SCARF, BEIGE 6PCS)",144,1.80,259.20,184459.96
,"Invoice","09/19/2011","19924","SCARF, WHITE","3 U ENTERRPISE INC.","S001/OFF WHITE (SCARF, OFF WHITE  L/SHELF)",144,1.80,259.20,184719.16
,"Invoice","09/19/2011","19924","SCARF, NAVY","3 U ENTERRPISE INC.","S001/NAVY (SCARF, NAVY  L/S16 6PCS)",144,1.80,259.20,184978.36
,"Invoice","09/19/2011","19924","SCARF, RED","3 U ENTERRPISE INC.","S001/RED (SCARF, RED 6PCS)",72,1.80,129.60,185107.96
,"Invoice","09/19/2011","19924","SCARF, DARK GREY","3 U ENTERRPISE INC.","S001/DK GRAY (SCARF, DK GREY 6PCS)",120,1.80,216.00,185323.96
,"Invoice","09/19/2011","19924","SCARF, PURPLE","3 U ENTERRPISE INC.","S001/PURPLE (SCARF, PURPLE)",144,1.80,259.20,185583.16
,"Invoice","09/19/2011","19924","BEANIE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP1270 (BEANIE, ASSORTED (12 DZ/CTN))",144,1.80,259.20,185842.36
,"Invoice","09/19/2011","19924","2-PC BEANIE+ SCARF SET, ASSORTED ( 6 DZ/CTN)","3 U ENTERRPISE INC.","SK351 (2-PC BEANIE+ SCARF SET, ASSORTED, FINAL SALE 12PCS)",72,3.75,270.00,186112.36
,"Invoice","09/19/2011","19924","PIGGY, ANIMAL HATS (6 DZ/CTN)","3 U ENTERRPISE INC.","NA28 (PIGGY, ANIMAL HATS, FINAL SALE, (6 DZ/CTN) L/5F)",72,3.50,252.00,186364.36
,"Invoice","09/19/2011","19924","BAG/WASHINGTON DC /SHORT","3 U ENTERRPISE INC.","BG2235 (BAG/WASHINGTON DC /SHORT)",36,6.00,216.00,186580.36
,"Invoice","09/19/2011","19924","BAG/NEW YORK/SHORT","3 U ENTERRPISE INC.","BG2234 (BAG/NEW YORK/SHORT   L/J21)",48,6.00,288.00,186868.36
,"Invoice","09/19/2011","19924","BAG/WASHINGTON DC/ LONG","3 U ENTERRPISE INC.","BG2228 (BAG/WASHINGTON DC/ LONG)",48,6.00,288.00,187156.36
,"Invoice","09/19/2011","19924","EARMUFF, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","EM014-5/A (EARMUFF, ASSORTED (12 DZ/CTN) L/4L)",144,1.37,197.28,187353.64
,"Invoice","09/19/2011","19924","GLOVE, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","GL024-6 (GLOVE, ASSORTED (12 DZ/CTN) L/4L)",144,2.00,288.00,187641.64
,"Invoice","09/19/2011","19924","BAG, ASSORTED (4 DZ/CTN)","3 U ENTERRPISE INC.","BG15 (BAG, ASSORTED (4 DZ/CTN))",48,7.50,360.00,188001.64
,"Invoice","09/19/2011","19924"," KNIT TRAPPER HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP1268 ( KNIT TROOPER HATS, ASSORTED, FINAL SALE (12 DZ/CTN) L/6L)",144,2.80,403.20,188404.84
,"Invoice","09/19/2011","19924","KNIT TRAPPER HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP1266 (KNIT TROOPER HATS, ASSORTED, FINAL SALE (12 DZ/CTN) L/6L)",144,2.80,403.20,188808.04
,"Invoice","09/19/2011","19924"," KNIT TRAPPER HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP1267 ( KNIT TROOPER HAT, ASSORTED, FINAL SALE, L/6L)",144,2.80,403.20,189211.24
,"Invoice","09/19/2011","19924","KNIT TRAPPER HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP1269 (KNIT TROOPER HATS, ASSORTED, FINAL SALE (12 DZ/CTN) L/6L)",144,4.61,663.84,189875.08
,"Invoice","09/19/2011","19924","TRAPPER HATS, ASSORTED (12 DZ/CTN)","3 U ENTERRPISE INC.","KTP59 (KNIT TROOPER HATS, ASSORTED, FINAL SALE, D (12 DZ/CTN)  L/U17)",144,2.60,374.40,190249.48
,"Invoice","09/20/2011","19868","MASK WITH VISOR ( 12 DZ/CTN)","3 U ENTERRPISE INC.","MSK2140 (MSK2140 MASK WITH VISOR)",720,1.05,756.00,191005.48
,"Invoice","09/20/2011","19868","PLAID SCARF, ASSORTED COLOR","3 U ENTERRPISE INC.","SC896/A (PLAID SCARF, ASSORTED (12 DZ/CTN))",144,1.64,236.16,191241.64
,"Invoice","10/03/2011","20053","LEOPARD, PLUSH ANIMAL HOODS  3 box","3 U ENTERRPISE INC.","LM5 (LEOPARD, PLUSH ANIMAL HOODS (6 DZ/CTN))",216,3.70,799.20,192040.84
,"Invoice","10/03/2011","20053","PANDA, PLUSH ANIMAL HOODS  2 box","3 U ENTERRPISE INC.","LM8 (PANDA, PLUSH ANIMAL HOODS (6 DZ/CTN)   )",144,3.70,532.80,192573.64
,"Invoice","10/03/2011","20053","BEAR, PLUSH ANIMAL HOODS N/A 2 box","3 U ENTERRPISE INC.","LM6 (BEAR, PLUSH ANIMAL HOODS, FINAL SALE,  L/G)",144,3.70,532.80,193106.44
,"Invoice","10/03/2011","20053","PENGUIN, PLUSH ANIMAL HOODS  3 box","3 U ENTERRPISE INC.","LM9 (PENGUIN, PLUSH ANIMAL HOODS (6 DZ/CTN))",216,3.70,799.20,193905.64
,"Invoice","10/03/2011","20053","WOLF, PLUSH ANIMAL HOODS  3 box","3 U ENTERRPISE INC.","LM10 (WOLF(GREY), PLUSH ANIMAL HOODS (6 DZ/CTN))",216,3.70,799.20,194704.84
,"Invoice","10/03/2011","20053","TIGER, PLUSH ANIMAL HOODS  1 box","3 U ENTERRPISE INC.","LM4 (TIGER, PLUSH ANIMAL HOODS (6 DZ/CTN))",72,3.70,266.40,194971.24
,"Invoice","10/03/2011","20053","POLAR BEAR, PLUSH ANIMAL HOODS  3 box","3 U ENTERRPISE INC.","LM11 (POLAR BEAR, PLUSH ANIMAL HOODS (6 DZ/CTN))",216,3.70,799.20,195770.44
,"Invoice","10/03/2011","20053","FOX, PLUSH ANIMAL HOODS  2 box","3 U ENTERRPISE INC.","LM13 (FOX(BROWN), PLUSH ANIMAL HOODS, FINAL SALE,  ( 6 DZ/CTN) L/G)",144,3.95,568.80,196339.24
,"Invoice","10/03/2011","20053","PENGUIN, KID'S ANIMAL HATS 1 box","3 U ENTERRPISE INC.","KM9 (PENGUIN, KID'S ANIMAL HATS ( 6 DZ/CTN)*)",72,2.40,172.80,196512.04
,"Invoice","10/03/2011","20053","WOLF, KID'S ANIMAL HATS 1 box","3 U ENTERRPISE INC.","KM10 (WOLF, KID'S ANIMAL HATS (6 DZ/CTN)*)",72,2.40,172.80,196684.84
,"Invoice","10/03/2011","20053","PANDA, KID'S ANIMAL HATS 1 box","3 U ENTERRPISE INC.","KM8 (PANDA, KID'S ANIMAL HATS (6 DZ/CTN)*)",72,2.40,172.80,196857.64
,"Invoice","10/03/2011","20053","TIGER, KID'S ANIMAL HATS 1 box","3 U ENTERRPISE INC.","KM4 (TIGER, KID'S ANIMAL HATS (6 DZ/CTN)*)",72,2.40,172.80,197030.44
,"Invoice","10/03/2011","20053","POLAR BEAR, KIDS'S ANIMAL HATS 1 box","3 U ENTERRPISE INC.","KM11 (POLAR BEAR, KIDS'S ANIMAL HATS (6 DZ/CTN)*)",72,2.40,172.80,197203.24
,"Invoice","10/03/2011","20053","ELEPHANT, KID'S ANIMAL HATS  1 box","3 U ENTERRPISE INC.","KM15 (ELEPHANT, KID'S ANIMAL HATS (6 DZ/CTN)*)",72,2.40,172.80,197376.04
,"Invoice","10/03/2011","20053","CAP/POLICE, BLACK COLOR  1 box","3 U ENTERRPISE INC.","JU-20/BLACK (CAP/POLICE, BLACK COLOR)",144,1.31,188.64,197564.68
,"Invoice","10/03/2011","20053","RANGER CAP, BLACK COLOR   1 box","3 U ENTERRPISE INC.","AF-1 (RANGER CAP, BLACK COLOR)",216,1.31,282.96,197847.64
,"Invoice","10/03/2011","20053","2 PC SET, KID'S ANIMAL HAT + GLOVE, 6 STYLES ASSORTED  1 box","3 U ENTERRPISE INC.","KAM1328 (2 PC SET, KID'S ANIMAL HAT + GLOVE, 5 STYLES Assorted has  L/  U22)",144,2.95,424.80,198272.44
,"Invoice","10/03/2011","20053","MONKEY, PLUSH ANIMAL HOODS  3 box","3 U ENTERRPISE INC.","LM12 (MONKEY, PLUSH ANIMAL HOODS (6 DZ/CTN))",216,3.70,799.20,199071.64
,"Invoice","10/10/2011","20214","MASK WITH VISOR ( 12 DZ/CTN)","3 U ENTERRPISE INC.","MSK2140 (MSK2140 MASK WITH VISOR)",288,1.05,302.40,199374.04
,"Invoice","10/10/2011","20221","PASHMINA SCARF, BLACK          3 BOX","3 U ENTERRPISE INC.","PS1272/BLACK (PASHMINA SCARF, BLACK)",432,1.70,734.40,200108.44
,"Invoice","10/10/2011","20221","PASHMINA SCARF, RED              1 BOX","3 U ENTERRPISE INC.","PS1272/RED (PASHMINA SCARF, RED)",144,1.70,244.80,200353.24
,"Invoice","10/10/2011","20221","SCARF/CHEETAH, ASSORTED COLOR    2 BOX","3 U ENTERRPISE INC.","SC1001/A (SCARF/CHEETAH, ASSORTED (12 DZ/CTN) L/R4)",288,1.56,449.28,200802.52
,"Invoice","10/10/2011","20221","SCARF, ASSORTED                                 2 BOX","3 U ENTERRPISE INC.","S022/A (SCARF, ASSORTED L/S15)",288,1.80,518.40,201320.92
,"Invoice","10/10/2011","20221","PLAIN VELCRO CAP/BLACK COLOR     NOW 240 PC PER BOX   2 BOX","3 U ENTERRPISE INC.","PC330/BLACK (PLAIN VELCRO CAP, BLACK COLOR 6PCS)",480,0.75,360.00,201680.92
,"Invoice","10/10/2011","20221","PLAIN VELCRO CAP, NAVY                  NOW 240 PC PER BOX    2 BOX","3 U ENTERRPISE INC.","PC330/NAVY (PLAIN VELCRO CAP, NAVY 6PCS)",480,0.75,360.00,202040.92
,"Invoice","10/10/2011","20221","POWMIA CAP, BLACK COLOR                         2 BOX","3 U ENTERRPISE INC.","AF-33 (POWMIA CAP, BLACK COLOR)",432,1.31,565.92,202606.84
,"Invoice","10/10/2011","20221","CAP, SKULL W/STONED TO THE BONE           2 BOX","3 U ENTERRPISE INC.","C109 (CAP, SKULL W/STONED TO THE BONE)",288,1.31,377.28,202984.12
