,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","08/24/2011","19401","PAYMENT SHORT $47.75","10 Spot/Madrag","CREDIT",1,-47.75,-47.75,17378.33
,"Invoice","09/14/2011","19712","FEDORA, ASSORTED   56 DOZEN","10 Spot/Madrag","F1225 (FEDORA, ASSORTED  (4 DZ/CTN)*)",672,4.00,2688.00,20066.33
,"Invoice","09/14/2011","19712","DOG, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM1 (DOG, ANIMAL HATS, ASSORTED)",240,4.00,960.00,21026.33
,"Invoice","09/14/2011","19712","CAT, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM2 (CAT, ANIMAL HATS, ASSORTED)",72,4.00,288.00,21314.33
,"Invoice","09/14/2011","19712","#1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21329.75
,"Invoice","09/14/2011","19712","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21336.86
,"Invoice","09/14/2011","19712","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21343.97
,"Invoice","09/14/2011","19712","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21359.39
,"Invoice","09/14/2011","19712","#5","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21366.50
,"Invoice","09/14/2011","19712","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21373.61
,"Invoice","09/14/2011","19712","#9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.87,7.87,21381.48
,"Invoice","09/14/2011","19712","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21388.59
,"Invoice","09/14/2011","19712","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21395.70
,"Invoice","09/14/2011","19712","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21411.12
,"Invoice","09/14/2011","19712","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21426.54
,"Invoice","09/14/2011","19712","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21441.96
,"Invoice","09/14/2011","19712","#17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21449.07
,"Invoice","09/14/2011","19712","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21464.49
,"Invoice","09/14/2011","19712","#19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21479.91
,"Invoice","09/14/2011","19712","#20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21495.33
,"Invoice","09/14/2011","19712","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.42,15.42,21510.75
,"Invoice","09/14/2011","19712","#24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21517.86
,"Invoice","09/14/2011","19712","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.59,7.59,21525.45
,"Invoice","09/14/2011","19712","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.59,7.59,21533.04
,"Invoice","09/14/2011","19712","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.44,8.44,21541.48
,"Invoice","09/14/2011","19712","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.44,8.44,21549.92
,"Invoice","09/14/2011","19712","#29","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.49,8.49,21558.41
,"Invoice","09/14/2011","19712","#30","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21565.52
,"Invoice","09/14/2011","19712","#31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.87,7.87,21573.39
,"Invoice","09/14/2011","19712","#32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21580.50
,"Invoice","09/14/2011","19712","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.74,8.74,21589.24
,"Invoice","09/14/2011","19712","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21596.35
,"Invoice","09/14/2011","19712","#36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21603.46
,"Invoice","09/14/2011","19712","#37","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21610.57
,"Invoice","09/14/2011","19712","#38","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21617.68
,"Invoice","09/14/2011","19712","#39","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21624.79
,"Invoice","09/14/2011","19712","#41","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21634.05
,"Invoice","09/14/2011","19712","#42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21643.31
,"Invoice","09/14/2011","19712","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.87,8.87,21652.18
,"Invoice","09/14/2011","19712","#47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21661.44
,"Invoice","09/14/2011","19712","#49","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21670.70
,"Invoice","09/14/2011","19712","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21677.81
,"Invoice","09/14/2011","19712","#51","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.03,10.03,21687.84
,"Invoice","09/14/2011","19712","#52","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.59,7.59,21695.43
,"Invoice","09/14/2011","19712","#53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21704.69
,"Invoice","09/14/2011","19712","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.20,8.20,21712.89
,"Invoice","09/14/2011","19712","#55","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.26,9.26,21722.15
,"Invoice","09/14/2011","19712","#57","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,21729.26
,"Invoice","09/22/2011","19897","DOG, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM1 (DOG, ANIMAL HATS, ASSORTED)",24,4.00,96.00,21825.26
,"Invoice","09/22/2011","19897","CAT, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM2 (CAT, ANIMAL HATS, ASSORTED)",24,4.00,96.00,21921.26
,"Invoice","09/22/2011","19897","BOSTON NEW STORE","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.02,8.02,21929.28
,"Invoice","09/22/2011","19897","BROOKLYN NEW STORE","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.02,8.02,21937.30
,"Invoice","10/05/2011","20108","CAT, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM2 (CAT, ANIMAL HATS, ASSORTED)",420,4.00,1680.00,23617.30
,"Invoice","10/05/2011","20108","DOG, ANIMAL HATS, ASSORTED","10 Spot/Madrag","AM1 (DOG, ANIMAL HATS, ASSORTED)",288,4.00,1152.00,24769.30
,"Invoice","10/05/2011","20108","STORE 1  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24776.30
,"Invoice","10/05/2011","20108","STORE 2  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24783.30
,"Invoice","10/05/2011","20108","STORE 3  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24790.30
,"Invoice","10/05/2011","20108","STORE 5  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24797.30
,"Invoice","10/05/2011","20108","STORE 7  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24804.30
,"Invoice","10/05/2011","20108","STORE 10  (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24811.30
,"Invoice","10/05/2011","20108","STORE 17   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24818.30
,"Invoice","10/05/2011","20108","STORE 24   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24825.30
,"Invoice","10/05/2011","20108","STORE 25   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24832.30
,"Invoice","10/05/2011","20108","STORE 26   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24839.30
,"Invoice","10/05/2011","20108","STORE 27    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24846.30
,"Invoice","10/05/2011","20108","STORE 29    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24853.30
,"Invoice","10/05/2011","20108","STORE 30   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24860.30
,"Invoice","10/05/2011","20108","STORE 32   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24867.30
,"Invoice","10/05/2011","20108","STORE 35   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24874.30
,"Invoice","10/05/2011","20108","STORE 36    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24881.30
,"Invoice","10/05/2011","20108","STORE 37    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24888.30
,"Invoice","10/05/2011","20108","STORE 38    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24895.30
,"Invoice","10/05/2011","20108","STORE 39    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24902.30
,"Invoice","10/05/2011","20108","STORE 50    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24909.30
,"Invoice","10/05/2011","20108","STORE 52    (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24916.30
,"Invoice","10/05/2011","20108","STORE 54   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24923.30
,"Invoice","10/05/2011","20108","STORE 57   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24930.30
,"Invoice","10/05/2011","20108","STORE 59   (PACK AM1 12PC AM2 12PC)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.00,8.00,24938.30
,"Invoice","10/05/2011","20108","STORE 4   (PACK AM2 24 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24945.30
,"Invoice","10/05/2011","20108","STORE 11  (PACK AM2 12 PCS)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.00,6.00,24951.30
,"Invoice","10/05/2011","20108","STORE 12  (PACK AM2 12 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.00,6.00,24957.30
,"Invoice","10/05/2011","20108","STORE 18  (PACK AM2 12 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,24966.30
,"Invoice","10/05/2011","20108","STORE 19  (PACK AM2 12 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.00,6.00,24972.30
,"Invoice","10/05/2011","20108","STORE 9  (PACK AM2 12 PCS)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.00,6.00,24978.30
,"Invoice","10/05/2011","20108","STORE 31   (PACK AM2 12 PCS)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.00,6.00,24984.30
,"Invoice","10/05/2011","20108","STORE 34  (PACK AM2 12 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24991.30
,"Invoice","10/05/2011","20108","STORE 28 (PACK AM2 12 PCS )","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.00,7.00,24998.30
,"Invoice","10/05/2011","20108","STORE 55  (PACK AM2 12 PCS)","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.00,8.00,25006.30
,"Invoice","12/22/2011","21604","GLOVE BLACK","10 Spot/Madrag","GL43/BK (GLOVE BLACK L/1L)",576,0.65,374.40,25380.70
,"Invoice","12/22/2011","21604","GLOVE ASSORTED","10 Spot/Madrag","GL43/A (GLOVE ASSORTED)",372,0.65,241.80,25622.50
,"Invoice","12/22/2011","21604","#1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.47,7.47,25629.97
,"Invoice","12/22/2011","21604","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.05,7.05,25637.02
,"Invoice","12/22/2011","21604","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25643.85
,"Invoice","12/22/2011","21604","#9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.05,7.05,25650.90
,"Invoice","12/22/2011","21604","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.05,7.05,25657.95
,"Invoice","12/22/2011","21604","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.05,7.05,25665.00
,"Invoice","12/22/2011","21604","#20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.47,7.47,25672.47
,"Invoice","12/22/2011","21604","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.99,7.99,25680.46
,"Invoice","12/22/2011","21604","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.47,7.47,25687.93
,"Invoice","12/22/2011","21604","#5","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25694.76
,"Invoice","12/22/2011","21604","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25701.59
,"Invoice","12/22/2011","21604","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25708.42
,"Invoice","12/22/2011","21604","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25715.25
,"Invoice","12/22/2011","21604","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25722.08
,"Invoice","12/22/2011","21604","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25728.91
,"Invoice","12/22/2011","21604","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.21,7.21,25736.12
,"Invoice","12/22/2011","21604","#30","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25742.95
,"Invoice","12/22/2011","21604","#31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25749.78
,"Invoice","12/22/2011","21604","#32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25756.61
,"Invoice","12/22/2011","21604","#37","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25763.44
,"Invoice","12/22/2011","21604","#39","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25770.27
,"Invoice","12/22/2011","21604","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.99,7.99,25778.26
,"Invoice","12/22/2011","21604","#59","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.21,7.21,25785.47
,"Invoice","12/22/2011","21604","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.47,7.47,25792.94
,"Invoice","12/22/2011","21604","#17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25799.77
,"Invoice","12/22/2011","21604","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.99,7.99,25807.76
,"Invoice","12/22/2011","21604","#29","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.83,6.83,25814.59
,"Invoice","12/22/2011","21604","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.68,7.68,25822.27
,"Invoice","12/22/2011","21604","#36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.05,7.05,25829.32
,"Invoice","12/22/2011","21604","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.47,7.47,25836.79
,"Invoice","12/22/2011","21604","#52","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.21,7.21,25844.00
,"Invoice","12/22/2011","21604","TO MAKE THIS INVOICE BALANCE TO 0","10 Spot/Madrag","CREDIT",1,-26.58,-26.58,25817.42
,"Invoice","01/11/2012","21722","GLOVE BLACK","10 Spot/Madrag","GL43/BK (GLOVE BLACK L/1L)",192,0.50,96.00,25913.42
,"Invoice","01/11/2012","21722","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25920.38
,"Invoice","01/11/2012","21722","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25927.34
,"Invoice","01/11/2012","21722","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25934.30
,"Invoice","01/11/2012","21722","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25941.26
,"Invoice","01/11/2012","21722","#19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25948.22
,"Invoice","01/11/2012","21722","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25955.18
,"Invoice","01/11/2012","21722","#24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25962.14
,"Invoice","01/11/2012","21722","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.33,7.33,25969.47
,"Invoice","01/11/2012","21722","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.33,7.33,25976.80
,"Invoice","01/11/2012","21722","#29","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25983.76
,"Invoice","01/11/2012","21722","#30","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25990.72
,"Invoice","01/11/2012","21722","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,25997.68
,"Invoice","01/11/2012","21722","#52","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.33,7.33,26005.01
,"Invoice","01/11/2012","21722","#57","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,26011.97
,"Invoice","01/11/2012","21722","#58","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.96,6.96,26018.93
,"Invoice","01/11/2012","21722","#59","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.33,7.33,26026.26
,"Invoice","03/07/2012","22055","FEDORA W/FEATHER,  ASSORTED (4 DZ/CTN)","10 Spot/Madrag","F2260/A (FEDORA W/FEATHER,  ASSORTED (4 DZ/CTN))",264,3.50,924.00,26950.26
,"Invoice","03/07/2012","22055","FABRIC FEDORA, ASSORTED (4 DZ/CTN)","10 Spot/Madrag","F1481 (FABRIC FEDORA, ASSORTED FINAL SALE (4 DZ/CTN) L/51C)",264,3.50,924.00,27874.26
,"Invoice","03/07/2012","22055","SCARF, ASSORTED (12 DZ/CTN)","10 Spot/Madrag","SC1002 (SCARF, ASSORTED (12 DZ/CTN)*)",132,2.50,330.00,28204.26
,"Invoice","03/07/2012","22082","FEDORA W/FEATHER,  ASSORTED (4 DZ/CTN)","10 Spot/Madrag","F2260/A (FEDORA W/FEATHER,  ASSORTED (4 DZ/CTN))",24,3.50,84.00,28288.26
,"Invoice","03/07/2012","22082","FABRIC FEDORA, ASSORTED (4 DZ/CTN)","10 Spot/Madrag","F1481 (FABRIC FEDORA, ASSORTED FINAL SALE (4 DZ/CTN) L/51C)",24,3.50,84.00,28372.26
,"Invoice","03/07/2012","22055","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28381.45
,"Invoice","03/07/2012","22055","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28390.64
,"Invoice","03/07/2012","22055","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28399.83
,"Invoice","03/07/2012","22055","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.93,11.93,28411.76
,"Invoice","03/07/2012","22055","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28420.95
,"Invoice","03/07/2012","22055","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.48,9.48,28430.43
,"Invoice","03/07/2012","22055","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.48,9.48,28439.91
,"Invoice","03/07/2012","22055","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.48,9.48,28449.39
,"Invoice","03/07/2012","22055","# 32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28458.58
,"Invoice","03/07/2012","22055","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.19,9.19,28467.77
,"Invoice","03/07/2012","22055","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.48,9.48,28477.25
,"Invoice","03/07/2012","22055","#42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.43,10.43,28487.68
,"Invoice","03/07/2012","22055","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.43,10.43,28498.11
,"Invoice","03/07/2012","22055","#47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.43,10.43,28508.54
,"Invoice","03/07/2012","22055","#49","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.43,10.43,28518.97
,"Invoice","03/07/2012","22055","#9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.23,8.23,28527.20
,"Invoice","03/07/2012","22055","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.23,8.23,28535.43
,"Invoice","03/07/2012","22055","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.23,8.23,28543.66
,"Invoice","03/07/2012","22055","#31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.23,8.23,28551.89
,"Invoice","03/07/2012","22055","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.71,8.71,28560.60
,"Invoice","03/07/2012","22055","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.23,8.23,28568.83
,"Invoice","03/07/2012","22055","#41","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.43,10.43,28579.26
,"Invoice","03/07/2012","22082","NEW STORE","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,17.93,17.93,28597.19
,"Invoice","03/06/2013","25002","CADET HAT, ASSORTED (12 DZ/CTN) L/10A","10 Spot/Madrag","CD2224 (CADET HAT, ASSORTED)",420,2.75,1155.00,29752.19
,"Invoice","03/06/2013","25002","CADET HAT, ASSORTED (12DZ/CTN) L/9A","10 Spot/Madrag","CD1113 (CADET HAT, ASSORTED FINAL SALE (12DZ/CTN) L/38A)",324,1.00,324.00,30076.19
,"Invoice","03/06/2013","25002","CADET HAT, ASSORTED (12 DZ/CTN) L/13B,14B","10 Spot/Madrag","CD1111 (CADET HAT, ASSORTED FINAL SALE (12 DZ/CTN) L/I10)",636,1.00,636.00,30712.19
,"Invoice","03/06/2013","25002","CADET HAT, ASSORTED (12 DZ/CTN) L/10A","10 Spot/Madrag","CD1118 (CADET HAT, ASSORTED (12 DZ/CTN) L/18A)",55,3.00,165.00,30877.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #66","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,20.00,20.00,30897.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE#70","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,15.00,15.00,30912.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.00,11.00,30923.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #60","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,30932.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.00,11.00,30943.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.00,11.00,30954.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,30963.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.50,8.50,30971.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.50,8.50,30980.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #68","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,12.00,12.00,30992.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #67","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.00,14.00,31006.19
,"Invoice","03/06/2013","25002","UPS GROUND STORE #63","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.50,14.50,31020.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #62","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.00,14.00,31034.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #61","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,12.00,12.00,31046.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #58","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31055.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31064.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #51","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.00,11.00,31075.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31084.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.00,11.00,31095.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #41","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,12.00,12.00,31107.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31116.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31125.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31134.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31143.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,31152.69
,"Invoice","03/06/2013","25002","UPS GROUND STORE #69","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.00,10.00,31162.69
